transaction_id,date,time,description,payee,amount,channel
TXN-C-0057,2024-03-11,16:54:05,Coffee,BeanBar,35.0,card
TXN-C-0059,2024-03-12,12:37:37,Pharmacy,HealthPlus,46.07,UPI
TXN-C-0058,2024-03-12,15:08:40,Phone bill,TeleLink,50.0,card
TXN-C-0061,2024-03-13,15:50:13,Grocery run,QuickShop,34.87,card
TXN-C-0060,2024-03-13,17:53:59,Phone bill,TeleLink,27.65,UPI
TXN-C-0062,2024-03-14,22:56:40,Pharmacy,HealthPlus,40.88,card
TXN-C-0110,2024-03-15,02:45:10,Emergency pharmacy purchase,HealthPlus,35.0,UPI
TXN-C-0063,2024-03-16,22:15:51,Streaming service,WatchNow,40.0,card
TXN-C-0064,2024-03-17,08:35:28,Coffee,BeanBar,35.0,card
TXN-C-0065,2024-03-17,17:49:09,Bookstore,PageTurner,56.8,card
TXN-C-0066,2024-03-17,18:42:08,Streaming service,WatchNow,40.0,card
TXN-C-0068,2024-03-19,11:33:03,Coffee,BeanBar,35.0,card
TXN-C-0070,2024-03-19,17:12:48,Coffee,BeanBar,35.0,UPI
TXN-C-0067,2024-03-19,17:15:29,Pharmacy,HealthPlus,45.65,UPI
TXN-C-0069,2024-03-19,20:15:55,Bookstore,PageTurner,49.87,UPI
TXN-C-0071,2024-03-20,21:31:56,Bookstore,PageTurner,60.0,card
TXN-C-0073,2024-03-21,08:03:18,Phone bill,TeleLink,50.0,card
TXN-C-0072,2024-03-21,19:46:29,Bookstore,PageTurner,59.4,UPI
TXN-C-0074,2024-03-21,22:18:34,Pharmacy,HealthPlus,43.67,UPI
TXN-C-0075,2024-03-22,15:53:23,Grocery run,QuickShop,56.72,card
TXN-C-0076,2024-03-23,08:48:35,Coffee,BeanBar,27.57,UPI
TXN-C-0077,2024-03-23,09:24:32,Coffee,BeanBar,35.0,card
TXN-C-0078,2024-03-26,10:34:06,Pharmacy,HealthPlus,43.11,card
TXN-C-0079,2024-03-26,17:35:23,Coffee,BeanBar,28.74,UPI
TXN-C-0080,2024-03-27,19:32:02,Phone bill,TeleLink,50.0,UPI
TXN-C-0082,2024-03-30,11:20:59,Phone bill,TeleLink,22.05,card
TXN-C-0081,2024-03-30,17:55:30,Grocery run,QuickShop,23.28,card
TXN-C-0083,2024-04-02,16:48:21,Phone bill,TeleLink,49.35,card
TXN-C-0084,2024-04-02,22:52:01,Streaming service,WatchNow,40.0,card
TXN-C-0085,2024-04-03,20:37:19,Coffee,BeanBar,35.0,UPI
TXN-C-0086,2024-04-05,14:53:03,Pharmacy,HealthPlus,53.9,card
TXN-C-0087,2024-04-06,19:09:52,Phone bill,TeleLink,50.0,UPI
TXN-C-0088,2024-04-08,10:12:01,Grocery run,QuickShop,53.4,card
TXN-C-0089,2024-04-11,20:52:13,Coffee,BeanBar,35.0,card
TXN-C-0090,2024-04-13,22:55:54,Pharmacy,HealthPlus,44.12,UPI
TXN-C-0092,2024-04-16,12:44:58,Pharmacy,HealthPlus,48.55,card
TXN-C-0091,2024-04-16,13:47:20,Streaming service,WatchNow,40.0,card
TXN-C-0093,2024-04-20,15:49:30,Pharmacy,HealthPlus,31.83,UPI
TXN-C-0094,2024-04-20,16:37:19,Phone bill,TeleLink,49.09,card
TXN-C-0096,2024-04-21,15:18:07,Pharmacy,HealthPlus,48.31,card
TXN-C-0095,2024-04-21,22:40:30,Streaming service,WatchNow,40.0,card
TXN-C-0097,2024-04-24,11:18:02,Bookstore,PageTurner,48.34,card
TXN-C-0101,2024-04-25,10:43:21,Streaming service,WatchNow,40.0,card
TXN-C-0100,2024-04-25,14:37:03,Phone bill,TeleLink,43.7,UPI
TXN-C-0099,2024-04-25,15:59:35,Phone bill,TeleLink,34.18,card
TXN-C-0098,2024-04-25,21:50:16,Streaming service,WatchNow,20.0,card
TXN-C-0102,2024-04-26,11:00:35,Grocery run,QuickShop,48.11,UPI
TXN-C-0103,2024-04-27,22:30:41,Bookstore,PageTurner,48.63,UPI
TXN-C-0105,2024-04-28,08:58:58,Streaming service,WatchNow,40.0,UPI
TXN-C-0104,2024-04-28,08:59:49,Coffee,BeanBar,35.0,UPI
TXN-C-0107,2024-04-29,12:59:47,Bookstore,PageTurner,25.81,card
TXN-C-0106,2024-04-29,12:59:58,Bookstore,PageTurner,41.24,UPI
TXN-C-0108,2024-04-30,10:59:21,Grocery run,QuickShop,28.58,card
TXN-C-0109,2024-04-30,22:56:08,Bookstore,PageTurner,51.43,card
